Gene Name,Diff,Imm,Mes,Pro
SUHW4,1.0356,-1.5027,1.8868,-1.3372
SULF1,-3.476,2.101,12.1403,-9.882
SULT1A1,0.887,2.5191,-1.4753,-1.6604
SULT1A2,1.3831,2.5989,-3.106,-0.6296
SULT1B1,1.1429,0.012,0.9835,-1.9628
SULT1C2,-1.2007,0.2046,-3.6899,4.4511
SULT1E1,-2.2288,-2.1027,1.1834,2.75
SULT2A1,0.8035,-0.6826,-1.4149,1.2766
SULT2B1,4.0858,-2.9081,0.5069,-1.3556
SULT4A1,-0.1174,-0.9559,-0.6586,1.6146
SUMO1,-2.1277,0.6962,-2.1723,3.3354
SUMO2,-2.7892,0.3623,0.2905,1.8152
SUMO3,-1.6696,2.0875,2.1048,-2.4704
SUOX,1.5649,-0.8509,-3.5072,2.7475
SUPT16H,-2.1327,-3.1473,-2.2036,7.2795
SUPT3H,-2.9479,-0.4945,-3.4947,6.6744
SUPT4H1,-3.649,2.8375,-0.6032,1.1486
SUPT5H,-1.5898,-1.7839,-0.0441,3.0977
SUPT6H,-1.9902,-0.559,0.4784,1.7958
SUPT7L,-2.9018,-1.8123,-0.8862,5.204
SUPV3L1,-0.2366,1.0877,-2.0017,1.1228
SURF1,-0.4639,3.2528,0.1327,-2.6848
SURF2,1.434,0.5522,-1.2871,-0.5278
SUSD4,2.5974,1.9098,-1.4221,-2.6613
SUSD5,-3.8452,-1.4956,3.746,1.1457
SUV39H1,-0.0054,3.917,-2.7235,-0.9262
SUV39H2,-4.864,0.3641,-2.9095,6.9814
SUV420H1,0.7372,-2.9273,-0.9993,2.9988
SUZ12,-5.4038,1.1098,-0.8594,4.4806
SV2A,-2.7448,-3.5575,0.2631,5.5533
SV2B,-1.9539,-0.585,3.6185,-1.1676
SV2C,-0.9518,-4.3276,-1.5289,6.4911
SVEP1,-4.6567,-2.7534,20.3353,-7.435
SVIL,-0.0183,-2.6105,5.2053,-2.4527
SWAP70,0.4551,2.428,4.6216,-7.4216
SYCP1,-0.7317,-0.4626,-3.1743,4.1686
SYCP2,-2.7061,0.3552,0.9938,1.0731
SYDE1,0.6382,-3.0686,3.8121,-1.3689
SYF2,2.3968,-0.1248,-0.9625,-1.0488
SYK,0.1291,0.8016,-4.668,3.5633
SYMPK,0.8166,-1.0122,-2.0253,2.1559
SYN1,2.0868,-1.4275,-2.1372,1.5273
SYN2,1.8742,-1.3974,-2.131,1.68
SYN3,1.2707,-0.6399,-1.4435,0.8555
SYNC1,-1.615,-1.9924,4.1017,-0.6184
SYNCRIP,-3.2388,1.4994,1.3595,0.1276
SYNE1,-1.2816,-1.5658,9.3982,-5.7442
SYNE2,2.54,-0.1548,0.8408,-2.9025
SYNGR1,-0.0378,-1.5669,1.3132,0.2078
SYNGR2,3.5817,5.1519,0.2762,-8.682
SYNGR3,1.4059,2.418,-2.9332,-0.6464
SYNGR4,0.5807,1.1233,-3.19,1.4848
SYNJ1,0.474,0.6202,2.4322,-3.3488
SYNJ2,2.2633,-1.6018,3.9294,-4.3028
SYNJ2BP,0.2089,-0.1879,0.1166,-0.1227
SYNPO,3.0697,-2.147,3.8001,-4.3859
SYNPO2L,-0.794,-1.6488,0.2892,1.9332
SYP,1.2689,-1.0415,-3.0781,2.7856
SYPL1,0.6033,2.859,-0.648,-2.5197
SYT1,-3.788,-3.5265,1.1966,5.4999
SYT11,-4.6161,-2.699,0.2249,6.5066
SYT13,-1.9272,-4.2029,-0.8667,6.6263
SYT17,0.204,1.3644,-1.4934,0.0021
SYT5,1.366,-0.9228,-0.7735,0.3917
SYTL2,0.0726,-3.0171,8.4455,-4.8974
T,2.4503,-0.7087,-1.6084,0.0567
TAAR2,3.9461,0.0883,-3.3197,-0.3303
TAAR5,3.222,-1.5652,-1.8268,0.3932
TAC1,-2.4352,-1.2298,1.5505,1.7666
TAC3,2.6139,-1.9819,-4.4535,3.7678
TACC1,3.4586,1.4924,3.5307,-8.3693
TACC2,2.559,-4.2844,-1.2109,2.7955
TACC3,-3.8781,3.35,-0.8524,1.1262
TACR1,4.2222,0.4747,-0.6498,-3.4817
TACR2,-0.8969,0.7156,-3.0371,3.0433
TACR3,0.8008,0.1003,-1.3384,0.486
TACSTD1,1.2788,-0.4729,-3.1012,2.2672
TACSTD2,6.5959,0.9462,-0.9786,-5.6223
TADA2L,-5.5106,2.2648,-2.2304,4.8498
TADA3L,0.9059,0.1515,-2.8633,1.7892
TAF1,1.4788,-1.7349,-0.9188,1.173
TAF11,-5.4401,1.9104,-1.4929,4.3808
TAF12,0.7981,4.042,0.2279,-4.6753
TAF13,-1.9338,2.1393,3.1668,-3.3065
TAF15,-1.0097,-1.9956,0.5783,2.1618
TAF1A,-4.2295,-0.31,-1.6223,5.6895
TAF1B,-2.2635,-1.7219,-1.0401,4.6717
TAF1C,1.3541,-1.9936,-3.8898,4.4022
TAF2,0.8881,1.207,1.7193,-3.585
TAF4,1.2328,-1.7866,-1.7293,2.2179
TAF4B,1.555,2.7416,-3.4906,-0.5526
TAF5,-3.4209,0.8534,-2.2929,4.4705
TAF5L,2.1501,1.8017,-2.544,-1.101
TAF6L,0.4149,0.6929,-3.9839,2.7634
TAF7,-0.5867,-0.1655,-0.5449,1.1901
TAF7L,0.5406,-0.9706,-1.3661,1.7282
TAF9,-2.4001,1.8997,-0.0319,0.385
TAF9B,-1.6867,1.1416,1.9076,-1.3959
TAGLN,-3.9427,-2.7699,13.3873,-4.8495
TAGLN2,2.408,3.529,-0.5428,-4.9086
TAGLN3,-0.1404,-2.1738,-2.7754,4.8889
TAL1,1.0876,-1.7719,2.2885,-1.5172
TALDO1,0.1314,4.1117,0.5235,-4.4139
TANC2,-2.8119,-2.2284,7.8205,-2.4871
TANK,2.8816,3.0523,0.2756,-5.7669
TAOK2,2.4872,-1.3084,-2.152,1.0867
TAOK3,2.3415,2.5141,3.8004,-8.6827
TAP1,1.0305,12.6651,-1.5054,-10.4252
TAP2,2.7155,10.9472,-2.6606,-9.5255
TAPBP,3.5248,6.8492,-1.5968,-8.057
TAPBPL,2.3446,6.8978,-2.624,-5.7351
TARBP1,1.1729,-0.514,-3.5349,2.8084
TARBP2,-1.933,-1.0888,-3.9364,6.7749
TARDBP,-1.3518,-1.7463,-1.7095,4.5362
TARS,-1.1292,0.8168,1.3481,-1.0509
TARS2,1.4907,0.5047,-4.6425,2.5813
TAS2R1,-0.3353,1.1544,-1.0847,0.2758
TAS2R10,-0.4745,-2.1628,-2.0334,4.4366
TAS2R13,-0.4715,-0.622,0.5072,0.4969
TAS2R14,-3.2023,-1.7975,-1.6428,6.2915
TAS2R16,0.94,0.4619,-1.75,0.4235
TAS2R3,2.1825,0.0079,-1.3286,-0.6356
TAS2R4,1.6217,-2.0137,-0.7379,1.1277
TAS2R7,1.4125,0.4139,-2.0057,0.2969
TAS2R8,0.347,0.3901,-0.1136,-0.5529
TAS2R9,1.6643,-0.0824,-2.2743,0.7877
TASP1,-1.4795,-0.8592,-0.4676,2.5496
TAT,2.5969,0.2507,-1.6827,-0.8772
TATDN2,1.9537,0.279,-1.3484,-0.6694
TAX1BP1,2.1049,1.088,-1.0935,-1.7895
TAX1BP3,-1.4541,1.2946,3.0571,-2.8376
TAZ,2.5329,3.716,-2.0026,-3.7005
TBC1D1,0.14,0.4475,1.2848,-1.7694
TBC1D10B,-0.1007,0.7783,0.0533,-0.6758
TBC1D12,-0.0931,-0.2563,3.1567,-2.6955
TBC1D13,-1.6338,-2.1603,-0.0202,3.4698
TBC1D15,-2.9508,2.1425,-0.6496,1.2294
TBC1D17,-0.0142,1.6916,-1.1839,-0.3985
TBC1D19,-3.4961,-1.3063,2.1413,2.1809
TBC1D2,4.5738,-0.5165,3.4744,-7.1573
TBC1D22A,0.7785,2.7921,2.6535,-6.021
TBC1D22B,-1.6311,2.5847,-2.7118,1.6572
TBC1D2B,0.595,0.4232,5.4719,-6.2676
TBC1D4,-0.0764,0.2327,0.6424,-0.7625
TBC1D5,2.8166,-1.1121,-2.104,0.5814
TBC1D8,5.1309,2.5791,-0.1638,-6.9449
TBC1D8B,0.2042,-3.2563,7.3521,-3.8979
TBC1D9,-1.4588,1.3291,2.0225,-1.8777
TBC1D9B,2.9055,-0.7916,2.1252,-3.8977
TBCA,-2.2692,-0.0247,-0.0188,2.0265
TBCB,-3.6442,0.7092,-1.7512,4.2613
TBCC,-1.9814,3.9376,-2.9635,1.0031
TBCD,1.0383,1.2774,-1.0243,-1.0975
TBCE,-2.7652,-1.2008,-1.5184,5.1221
TBK1,-1.2963,3.1125,0.4182,-2.0944
TBKBP1,0.5173,-1.7232,-1.6286,2.7028
TBL1X,2.5575,-0.6712,-1.2212,-0.4381
TBL1XR1,-3.3043,3.5427,0.6746,-0.9864
TBL1Y,3.1355,-0.9965,-1.2423,-0.611
TBL2,2.4121,1.7285,-2.8484,-0.975
TBL3,1.5784,1.9306,-3.947,0.5646
TBP,-4.0094,0.9922,-1.6163,4.1712
TBPL1,-5.3277,3.9954,-1.7795,2.6381
TBR1,0.9804,0.3766,-2.7916,1.4451
TBRG4,1.7391,2.2902,-4.5889,0.669
TBX1,0.3733,-3.2319,-2.3497,4.9951
TBX10,3.8664,0.2136,-5.0412,1.1621
TBX19,0.612,1.6752,-0.1428,-1.9382
TBX2,-1.2852,-3.2584,-1.3121,5.5312
TBX21,-0.0343,3.2824,-1.1452,-1.8382
TBX3,-0.6079,-3.6486,2.4106,1.528
TBX4,1.8293,-0.4645,-4.0424,2.6408
TBX5,1.0074,0.1729,-0.4071,-0.6502
TBX6,2.1772,0.1709,-0.9372,-1.1559
TBXA2R,1.1256,-0.7848,5.3125,-5.3746
TBXAS1,-1.67,8.2012,5.2113,-12.1954
TCAG7.1314,4.1358,3.868,-1.0305,-6.3478
TCAP,1.7086,-1.6744,-1.6061,1.5758
TCEA1,-2.5327,-0.333,-0.6078,3.1292
TCEA2,-2.3752,-4.0649,-1.8046,8.0622
TCEAL1,-1.6787,0.4347,0.0601,1.0108
TCEAL2,-3.731,-3.1514,0.6051,5.7078
TCEAL4,1.9294,-2.8774,0.4431,0.5
TCEB1,-0.9702,2.0375,1.1345,-2.1058
TCEB2,1.7409,-0.662,-2.5914,1.5538
TCEB3,-0.5564,3.4313,-1.3068,-1.3588
TCEB3B,2.5999,-0.0841,-3.1015,0.7531
TCERG1,2.0103,-2.2591,-0.9451,1.211
TCF12,-3.1272,-3.8697,4.2001,2.2615
TCF15,-0.0578,-1.8946,-0.2918,2.0697
TCF20,0.374,1.1794,-0.7156,-0.7211
TCF21,0.6515,-3.0938,0.9545,1.3178
TCF25,2.5234,-0.2983,0.3769,-2.2964
TCF3,-2.1916,-2.5041,-1.9611,6.3961
TCF4,-7.0726,-5.8141,9.4011,2.8493
TCF7,1.2635,-1.7832,-1.0761,1.5572
TCF7L1,-4.9903,-8.1956,0.5505,12.6632
TCF7L2,2.329,-3.9332,-1.4351,2.909
TCFL5,-0.342,-1.0716,-0.1377,1.4159
TCHH,0.644,-0.101,-1.0122,0.4976
TCIRG1,2.8041,5.6769,1.8917,-10.5151
TCL1B,-0.8584,-0.2371,-1.4316,2.355
TCL6,0.8298,0.2254,-3.193,2.0946
TCN1,7.066,-1.251,-1.3988,-3.382
TCN2,-6.2302,4.7991,2.1088,-1.085
TCOF1,3.4953,-1.0314,-1.5635,-0.5734
TCP1,-2.9029,2.1558,-0.4906,1.0237
TCP10,3.7028,-0.6485,-3.8441,1.0202
TCP11,-0.097,0.4011,-4.9666,4.4442
TCP11L1,-4.1038,2.7203,6.8856,-5.3564
TCTA,4.69,3.1021,-1.0084,-6.1244
TCTN1,-0.58,-1.3516,-1.2247,2.9496
TCTN2,-3.29,-2.7458,-2.6144,8.5801
TCTN3,-1.5916,-2.7037,0.1829,3.7382
TDG,-4.108,-2.1298,0.8084,4.8311
TDGF1,2.1765,-1.0611,-3.4054,2.3073
TDO2,-5.607,2.1057,13.7028,-8.7341
TDP1,-2.1747,0.6393,-0.9821,2.2641
TDRD1,0.7488,-1.3728,0.8699,-0.2344
TDRD3,-0.0935,-2.4856,2.3519,0.1021
TDRD7,-0.0435,6.7906,-1.2409,-4.7844
TDRKH,-2.9699,1.3249,-1.5644,2.8881
TEAD1,-2.8585,-1.1485,2.4311,1.2176
TEAD3,-1.3809,-1.4119,0.1341,2.3871
TEAD4,0.7247,-1.3476,-0.8251,1.3912
TEC,-0.0693,-0.4181,-1.4808,1.8682
TECTA,1.252,-2.0287,0.3631,0.4055
TEF,2.3661,-0.5106,-0.2584,-1.3443
TEGT,-0.9272,2.1155,-0.1485,-0.9735
TEK,-4.1684,-2.9149,7.1539,-0.2099
TEKT2,2.9022,-2.2179,-5.6712,4.8714
TELO2,2.0112,-0.7295,-2.3572,1.1598
TENC1,2.1266,-2.0665,1.7635,-1.6595
TEP1,3.0476,1.7228,1.7647,-6.1971
TERF1,0.5109,-1.9241,0.4919,0.8357
TERF2,-1.1134,-1.1892,-0.4383,2.5031
TERF2IP,-0.7678,-0.675,-0.4983,1.7759
TERT,3.0502,0.3738,-5.0459,1.706
TES,-1.1463,-1.1081,3.1242,-0.9422
TESC,0.2237,-2.055,-4.1742,5.8419
TESK1,0.7895,0.851,-0.5136,-0.9793
TESK2,-1.9728,2.7081,-3.513,2.5991
TETRAN,0.6703,1.1499,-0.3561,-1.3003
TEX10,-1.8876,-1.202,-2.1869,4.9915
TEX11,-0.8248,2.109,0.5064,-1.6902
TEX12,2.4957,0.1902,-0.4979,-1.8742
TEX13A,1.4218,0.9136,-2.5614,0.3539
TEX13B,3.2659,0.8682,-2.7918,-0.9679
TEX14,-0.2874,-1.6363,-2.7497,4.4753
TEX15,-2.3732,-2.0204,-2.3496,6.4675
TEX2,1.6671,-1.3472,1.676,-1.8331
TEX261,-0.1405,-1.8061,0.6433,1.1561
TEX264,6.1511,1.9965,-2.5831,-4.6228
TEX28,1.4218,-0.4525,-1.5701,0.6702
TF,0.1948,-2.451,-0.5336,2.5916
TFAM,-2.0857,1.7418,-2.0056,2.1534
TFAP2A,1.5556,3.6395,-0.7655,-3.9835
TFAP2B,2.8948,-0.2713,-2.6948,0.2991
TFAP2C,5.3428,1.3923,1.3988,-7.6527
TFAP4,2.5158,-1.2936,-5.7522,4.3843
TFB2M,-2.2135,2.2021,-3.4538,3.2262
TFCP2,-1.9336,0.0097,-2.303,3.951
TFCP2L1,0.8303,-0.2454,-2.5274,1.9106
TFDP1,-1.9843,1.8101,-0.3555,0.4193
TFDP2,-4.5499,1.2111,-3.3738,6.2689
TFDP3,2.2651,0.396,-2.4184,-0.0345
TFE3,-0.4466,0.7672,2.9696,-3.1674
TFEB,2.5807,2.7403,3.0418,-8.2947
TFEC,-3.972,13.9992,4.0698,-13.0166
TFF1,1.7268,-1.3503,-2.2785,1.906
TFF2,2.5978,1.3114,-5.4606,1.5922
TFF3,2.5659,-2.3302,-2.7112,2.4862
TFG,-3.0494,1.1355,-1.428,3.0015
TFIP11,-1.4361,3.449,0.8475,-2.6922
TFPI,-3.9471,1.5117,5.3614,-2.9805
TFPI2,0.5626,2.2357,4.0205,-6.6547
TFPT,0.0776,1.8902,1.054,-2.8312
TFR2,2.5264,0.0281,-2.9406,0.5649
TFRC,-0.8126,4.0114,2.3221,-5.2841
TG,2.7808,0.6954,0.495,-3.5879
TGDS,-1.68,-0.4014,-2.8361,4.6564
TGFA,4.6112,-1.0107,0.1689,-3.2098
TGFB1,-2.7274,3.8943,7.0782,-8.1533
TGFB1I1,-4.0285,-3.6301,16.8742,-5.6465
TGFB2,-2.4422,-3.4617,1.6923,3.6935
TGFB3,-5.6343,-6.1323,11.9774,0.3436
TGFBI,-4.2683,3.4176,15.2287,-13.2162
TGFBR1,-4.8942,1.0941,6.1011,-2.4338
TGFBR2,-1.8802,-0.0521,10.2556,-7.4791
TGFBR3,1.5975,1.093,-3.1539,0.5913
TGFBRAP1,0.3727,-1.5159,0.8005,0.2911
TGIF1,-0.9364,-2.9582,-0.0046,3.5632
TGIF2,-4.838,0.2612,-2.042,6.107
TGM1,3.2754,0.1164,1.6743,-4.6638
TGM2,-0.0967,-1.7461,8.4567,-6.0233
TGM3,2.764,-1.6595,-1.6281,0.6745
TGM4,2.2349,-0.4055,-1.8284,0.1713
TGM5,4.4868,-0.0358,-1.0296,-2.8322
TGOLN2,0.6057,-0.7658,2.1868,-1.9218
TGS1,-1.8514,0.1962,-1.3105,2.7157
TH,0.792,-0.6051,-1.134,0.9467
TH1L,-2.3141,-0.9831,-2.4667,5.4737
THADA,0.646,-0.7799,-2.2733,2.3297
THAP1,-2.2645,1.2848,-1.364,2.1133
THAP10,-0.9978,1.9591,-3.6178,2.5177
THAP11,-4.9828,0.9847,-0.8796,4.2677
THAP3,-1.1615,1.4041,-1.2766,0.955
THAP4,2.631,-2.0865,-1.7905,1.3291
THAP7,-1.574,1.6108,-0.6739,0.5498
THAP9,-2.6661,1.5614,-1.4515,2.2918
THBD,-2.5026,0.0901,10.2415,-7.0011
THBS1,-3.8352,-2.6665,20.1692,-8.3646
THBS2,-5.9498,-1.4328,24.5072,-9.3401
THBS3,-3.5465,-2.8969,0.9107,4.9656
THBS4,-2.6376,-4.9349,-1.3086,8.6681
THEG,3.2598,1.2351,-1.8972,-2.148
THEM2,-0.7011,3.1487,-2.1892,-0.147
THG1L,3.1658,-0.1841,0.3781,-2.9656
THNSL1,-1.8682,0.8542,-3.9864,4.7273
THNSL2,0.7813,1.2037,-2.8488,0.9189
THOC1,-1.6456,0.5517,-2.8418,3.6936
THOC2,0.9384,-0.5159,0.6002,-0.925
THOC5,-3.3967,2.0024,-0.6608,1.7451
THOC6,-2.1507,-0.5815,-0.3858,2.8051
THOC7,2.7874,3.2763,-1.2348,-4.2995
THOP1,2.0313,2.2282,-2.7683,-1.1738
THPO,2.419,-0.1113,-2.1505,0.0473
THRA,0.2898,-1.6523,-2.502,3.7017
THRAP3,-0.7033,-0.5905,-0.7138,1.8496
THRB,1.6025,1.5492,-1.7751,-1.1209
THSD1,-4.6803,-2.8315,4.174,2.6649
THSD4,3.4435,0.0493,0.4254,-3.4784
THSD7A,0.8495,-1.8491,-0.2293,1.1649
THTPA,-1.2539,2.5807,-2.6251,1.2495
THUMPD1,-0.2267,-0.693,-1.08,1.8762
THUMPD2,-0.1007,0.3151,-0.4462,0.2272
THY1,-4.0169,-4.1387,9.2971,-0.8991
THYN1,0.8812,-0.8876,-4.2464,4.1076
TIA1,-4.4723,-1.0682,-1.0436,6.0767
TIAL1,-2.8842,-1.829,0.5005,3.761
TIAM1,1.5118,1.6709,-3.5932,0.5414
TICAM1,3.4255,3.2217,2.4051,-9.0347
TIE1,-3.3627,-2.3737,4.5707,0.8025
TIGD6,5.7226,-0.8477,-1.4277,-2.6693
TIMELESS,-5.1594,0.7092,-4.2901,8.4434
TIMM10,-0.7729,2.2928,-0.8572,-0.5882
TIMM13,-0.5673,1.5549,-1.4628,0.4756
TIMM17A,-1.9753,1.0944,0.8315,-0.0759
TIMM17B,-1.0833,3.1901,-1.8725,-0.1482
TIMM22,-2.5324,-0.1586,-1.2162,3.5716
TIMM23,-2.3611,1.6025,-1.1675,1.7141
TIMM44,1.4444,-0.4246,-1.8168,0.8619
TIMM8A,-0.746,3.3605,-2.811,0.2875
TIMM8B,0.295,1.4116,-1.9889,0.3487
TIMM9,0.8651,0.2874,-1.9855,0.8739
TIMP1,0.9278,1.3119,3.1924,-5.2099
TIMP2,-5.8855,0.4852,6.7779,-1.6496
TIMP3,-6.1086,-5.4268,17.7544,-2.7313
TIMP4,-0.7162,2.2581,2.939,-4.317
TINAGL1,1.3169,0.5686,3.2107,-4.859
TINF2,-2.8466,4.0045,0.5769,-1.6814
TINP1,-0.3087,0.1276,1.2811,-1.0738
TIPARP,2.0688,2.13,-0.5914,-3.2193
TIPIN,-0.5605,2.9055,-4.3895,1.9712
TIPRL,-1.7696,1.124,-1.4686,1.9295
TJAP1,-0.8369,0.7538,-4.5163,4.3657
TJP1,-0.461,-2.7595,1.5888,1.3915
TJP2,3.333,2.2328,-1.0852,-3.9516
TJP3,6.136,2.4563,-3.5463,-4.0998
TK1,-1.9511,4.9206,-0.1871,-2.5089
TK2,-0.4535,-1.5187,3.7699,-1.7647
TKT,3.5044,-0.087,-1.8479,-1.179
TKTL1,-3.162,0.4193,-0.6079,2.9675
TLE1,0.7632,-1.403,0.6928,-0.05
TLE2,2.4652,-2.6064,0.2604,-0.0259
TLE3,-1.6311,-0.2056,1.3997,0.274
TLE4,-2.0556,0.2027,4.6089,-2.72
TLE6,1.5248,-1.3517,-2.2056,2.0159
TLK1,-0.0005,-0.8953,-1.5309,2.2999
TLK2,-3.0174,-0.9012,0.098,3.3952
TLL2,-1.6236,-4.7043,0.381,5.4459
TLN1,0.5661,0.6719,3.7748,-4.8099
TLN2,5.0177,-0.5974,-0.3254,-3.446
TLOC1,-1.6568,0.4848,1.9717,-0.879
TLR1,-0.5101,8.7584,4.1891,-13.0135
TLR2,-2.8002,10.4267,5.4707,-13.426
TLR3,3.3606,7.1276,-0.4279,-9.619
TLR4,-4.397,8.44,7.8409,-12.1806
TLR5,4.8405,2.7122,-0.4308,-6.5002
TLR6,-0.209,8.1921,4.9762,-14.0901
TLR7,-2.2061,8.9572,5.7007,-12.9799
TLR8,-4.9835,10.0497,6.1028,-10.9364
TLX1,2.2948,0.1532,-1.6438,-0.5667
TLX2,1.1738,-0.1766,-3.8444,2.7727
TM2D1,-1.6383,2.5268,-0.4958,-0.3894
TM2D3,-1.3633,2.6243,-0.1754,-1.0238
TM4SF1,2.9084,3.2709,1.1662,-7.0053
TM4SF20,1.4498,0.1248,-2.4778,0.9705
TM4SF4,0.7804,-2.605,-1.2686,2.9289
TM4SF5,2.311,0.4109,-3.742,1.1368
TM6SF1,-3.4924,3.7481,5.4263,-5.5897
TM7SF2,-3.059,-3.5223,2.6245,3.3786
TM7SF3,-2.8147,0.1909,-1.1872,3.4563
TM7SF4,-0.6525,0.4237,1.4108,-1.1681
TM9SF1,-0.0767,2.4916,-1.4875,-0.7749
TM9SF2,-1.6018,0.4837,1.1162,-0.1128
TM9SF3,-0.8098,-1.4143,4.1264,-1.8747
TM9SF4,-0.5438,-1.4872,-0.2141,2.0522
TMBIM1,0.2751,1.7082,4.1544,-5.963
TMBIM4,-0.4862,1.7161,-1.4179,0.2156
TMC5,6.4695,4.0347,-4.0388,-5.4027
TMC6,2.6522,1.3324,2.0253,-5.6923
TMC7,-2.4013,0.1233,-0.7672,2.7375
TMCC1,-2.0182,-1.1945,2.3759,0.5911
TMCC2,-0.9685,-3.6242,-1.3684,5.6546
TMCO1,-1.8755,1.8727,0.1724,-0.2374
TMCO3,-1.9139,0.7592,1.4496,-0.4124
TMCO6,4.2376,0.9247,-4.7992,-0.0105
TMED1,-1.1112,-0.8628,-0.6601,2.4135
TMED10,-2.5854,0.5519,1.6482,0.1648
TMED2,-2.6085,1.5438,1.23,-0.3221
TMED3,1.2974,-0.0441,1.5142,-2.564
TMED5,-2.2145,5.0682,1.4683,-4.0517
TMED7,-0.6825,2.8685,2.7295,-4.7315
TMED9,0.5462,1.7369,3.1788,-5.2629
TMEFF1,-8.0453,-4.5047,-0.4458,13.2484
TMEM1,0.4753,1.1993,1.0034,-2.4952
TMEM100,-2.4446,-3.491,3.6073,1.8797
TMEM106B,-1.4985,1.504,-0.3736,0.2935
TMEM106C,-2.8686,1.6493,-3.8491,4.7374
TMEM109,0.784,1.1675,2.4813,-4.2151
TMEM11,-0.2198,-0.5639,-0.232,0.9327
TMEM110,-0.6972,4.6016,-2.1491,-1.4425
TMEM111,2.3424,4.9436,0.4244,-7.315
TMEM112,4.3887,-0.0202,1.8381,-5.7329
TMEM112B,1.4447,2.4049,1.4235,-4.976
TMEM115,3.2406,-1.4186,-2.4845,0.8603
TMEM118,-4.0263,-2.2497,-3.2666,9.6107
TMEM121,-1.0275,-3.4473,1.1139,2.9765
TMEM123,3.6957,-0.9877,0.0169,-2.308
TMEM126B,-0.4596,3.9605,0.1543,-3.349
TMEM127,-0.4763,-0.0129,2.3726,-1.8362
TMEM131,-1.6165,-1.8492,-0.3342,3.4745
TMEM134,3.8424,0.2647,-2.4724,-1.1938
TMEM135,0.557,1.3076,-0.0385,-1.6524
TMEM140,0.7559,10.2765,1.13,-11.7823
TMEM144,0.4345,4.4218,0.143,-4.5914
TMEM147,-1.07,0.8447,-2.0553,2.1357
TMEM149,-3.3144,7.9209,-0.1787,-3.75
TMEM14A,-3.4077,3.8795,-1.9406,1.3105
TMEM14B,-2.1712,3.4358,-3.0665,1.7022
TMEM156,-2.1524,9.5539,2.2428,-8.9308
TMEM158,-3.7004,-2.9695,17.642,-7.116
TMEM159,1.401,-1.3014,2.6525,-2.5774
TMEM161A,3.0136,-0.7547,-3.1949,1.1056
TMEM165,-0.8575,5.9798,1.838,-6.5935
TMEM168,0.026,0.1916,-0.8986,0.6626
TMEM16A,2.5659,-4.2463,-1.2996,2.8461
TMEM16B,-2.1083,-5.2179,-0.8087,7.786
TMEM16C,3.2176,-0.5924,-1.6614,-0.6516
TMEM16K,0.6218,-1.1757,1.3244,-0.7366
TMEM176A,-3.7677,2.9355,7.5002,-6.4603
TMEM176B,-4.6088,4.3162,8.4352,-7.9426
TMEM177,-0.5115,4.3851,-4.2427,0.5033
TMEM180,0.0125,1.1884,-2.3327,1.1227
TMEM181,1.292,-0.4934,1.5107,-2.1348
TMEM184B,-2.5559,-0.7289,4.0411,-0.9047
TMEM185B,-1.8692,-0.3416,-1.51,3.4408
TMEM186,-2.0647,3.7087,-1.4091,-0.1891
TMEM187,3.7024,4.01,-2.8043,-4.2193
TMEM2,-1.2334,-2.1138,10.8245,-6.3679
TMEM22,-3.61,0.2187,0.9309,2.0287
TMEM24,7.0867,1.1205,0.0958,-7.4515
TMEM28,0.098,-2.9272,-3.6011,6.2686
TMEM30A,-3.3401,1.9941,1.0777,0.0343
TMEM30B,3.0006,-0.1714,-1.3756,-1.1267
TMEM33,-1.1061,1.0861,1.4023,-1.3703
TMEM34,-1.3856,1.2681,0.1612,-0.103
TMEM35,0.4912,-2.0591,-2.2166,3.6194
TMEM38B,-1.8477,2.656,-1.9143,1.0292
TMEM39A,-2.6397,0.499,0.064,1.7801
TMEM39B,-1.538,1.2197,-2.3133,2.4499
TMEM4,-0.6324,-0.2926,-3.6855,4.4059
TMEM40,2.6877,3.8157,-1.6227,-4.3155
TMEM41B,-0.8813,1.462,-0.2464,-0.3278
TMEM43,2.0306,-1.5576,3.2575,-3.4823
TMEM45A,-8.8018,-4.6636,8.795,3.5525
TMEM47,-2.1668,-4.5926,4.6032,1.692
TMEM48,-0.8879,5.303,-0.4341,-3.5494
TMEM49,-0.7322,3.7184,5.004,-7.9511
TMEM5,-1.5299,-0.7377,-1.6873,3.6915
TMEM50A,0.6929,5.6202,1.4791,-7.4759
TMEM50B,-3.021,3.4153,0.1813,-0.6402
TMEM51,-0.4618,5.2695,1.648,-6.1169
TMEM53,1.3564,2.4246,-2.5729,-0.9463
TMEM57,1.2152,1.7038,2.1406,-4.8143
TMEM59,2.2898,4.9396,0.2851,-7.092
TMEM59L,-0.7458,-4.1744,-2.5679,7.2974
TMEM62,2.4578,5.7357,-2.8975,-4.5446
TMEM63A,4.0435,1.0488,-2.0652,-2.4764
TMEM66,1.084,-2.1165,1.6533,-0.6006
TMEM70,-1.6032,3.2211,1.1647,-2.65
TMEM8,-0.563,-0.9114,1.8855,-0.4721
TMEM80,2.5843,1.7526,-3.6524,-0.4042
TMEM87A,1.9197,-1.1898,2.5746,-3.0713
TMEM93,-3.8236,2.071,0.0366,1.3661
TMEM97,-3.1835,-0.0916,-4.1074,7.1347
TMEM9B,0.4695,4.7118,2.1735,-7.1302
